userName,teks_ulasan,rating,tanggal_ulasan
Asriyani Ridwan,aplikasi sangat membantu untuk perkuliahan,5,2026-04-06 01:47:43
Kebuna Rayati H.R,"apa-apaan sih? kenapa harus ada ketentuan umur. saya bahkan wktu itu ada zoom yg dilaksanakan kurang lebih 30 menit lagi, sedangkan saya masih berusaha buat log in ke aplikasi zoom, tapi malah gabisa2. ayolah, jangan apa2 terpaut ke umur bukan gimana, tapi saya susah buat ngubah tanggal lahir di google. bahkan sampai detik ini masih gabisa log in ke aplikasi zoom.",1,2026-04-05 11:44:56
naila safa salsabila,"virtual bg nya rese, bagus versi kemarin",3,2026-04-04 13:27:40
Cantik Anisa,baguss lengkap,5,2026-04-04 12:32:50
Edy Suratno,lancar tanpa deley,5,2026-04-04 08:06:34
An inan,sangat membantu sekali. Trimakasih,5,2026-04-03 14:15:31
Dede vania Clarisa putri mulyadi,good,5,2026-04-03 11:58:47
Kasirun,baik,5,2026-04-03 05:39:45
Hetty nur63,Fitur-fiturnya menarik perhatian.,5,2026-04-03 04:29:19
Rid One,"mantap, and the best",5,2026-04-02 23:42:21
Tulus Prasetiyo,bagus,5,2026-04-02 23:36:20
Shiska Kharla,"kurang bagus, tidak bisa mengganti background",2,2026-04-02 23:27:13
joana topooh,Sangat bagus dan membantu,5,2026-04-02 13:44:48
Fenny Ika Saputri,Zoom Workplace Ya,5,2026-04-02 11:29:05
Bintang Fajar,Kameranya tdk berfungsi,1,2026-04-02 07:54:31
bara ramadewa,keren,5,2026-04-02 06:00:42
LNH,"fitur background aja dibikin kasta kasta an brow,,oke lah klo daring nya g wajib pasang background khusus. berkali"" join daring zoom di kick admin nya karena g ikut aturan,suruh pasang dulu background,y klo laptop g mendadak rusak sih g ada masalah bisa zoom di laptop, sedangkan di hp g bisa cuma gegara urusan background doang",1,2026-04-02 02:57:22
Fahri Sr,susah bgt masuk nya,1,2026-04-02 01:46:56
Meity Tangkilisan,"mengapa sering putus, apakah karena hujan",3,2026-04-01 13:11:55
Dian Damayanti,sangat penting,5,2026-04-01 09:32:39
Johni RUN Purba,My Android phone can't adapt this app,3,2026-03-31 23:29:07
Asna Emilia,menghemat,5,2026-03-31 18:28:01
Riko Andrian,bagus,5,2026-03-31 13:08:30
Farhan Fatur,Joss pokok e👍🏻,5,2026-03-31 13:08:16
Oma Subang,"kembalikan aplikasi ini karena saya sudah membelinya,,,anak saya yang kecil menghapus semua aplikasi yang sudah di install.",4,2026-03-31 09:00:16
Irwan Benu,aplikasi nya sangat baagus dan bermanfaat,5,2026-03-31 03:47:06
Herijuli Iyiy,"bug bego kluar"" sendiri gjls",1,2026-03-31 03:38:47
Agil Pakaya,hp yg versi dlu TDK bisa zoom paya paya,1,2026-03-31 02:56:28
Fahmi Alfarizi Eem mabsutoh,trimakasih,5,2026-03-30 23:17:09
Qumri Rohman,top markotop,5,2026-03-30 22:57:52
Arjuna Rimba,ok mantap,5,2026-03-30 17:01:54
Rafael Crishto,untuk saat ini saya kasih bintang 5,5,2026-03-30 14:41:12
khamid rian,good,5,2026-03-30 11:33:33
Imadecola Inamori,Tolong buat Zoom versi lite. karena saya hanya butuh mengikuti meeting saja tanpa memerlukan banyak fitur,3,2026-03-30 10:54:25
Mulyana Yana,susah di download,2,2026-03-30 03:56:41
Ayu artika Manullang,"udah on cam, tapi wajah kita tidak terlihat malahan hanya layar hitam aja.",2,2026-03-30 00:44:02
Muti Yuli,lumayan memuaskan,4,2026-03-29 03:29:54
Adhy P.,berguna untuk rapat online,5,2026-03-29 02:34:39
Zae Lani,"Suka download"" paket emoji gk jelas ngabisin paket data 😭",1,2026-03-28 12:50:56
ALIFIA BERKAH CHULASOH,udah downlod malah balik lagi suruh download lagi.. berkali2.. gagall terusssssss.. aplikasi apaan sih,3,2026-03-28 02:04:35
gusti mangku,bagus,5,2026-03-28 00:47:34
Puguh Santoso93,kenapa kemera di vedeo tidak bisa aktif padahal semua pengaturan video sudah aktif tpi gk bisa aktif,5,2026-03-27 01:22:44
micha,"layar nya hitam semua padahal kamera on, gimana coba, sudah saya perbaiki semua tapi sama aja gaada perubahan, udah saya uninstall dan install lagi tapi tetap saja layarnya hitam",2,2026-03-26 23:40:36
Strawberry Banana,membantu dalam melakukan meeting daring untuk pekerjaan maupun pendidikan. kegiatan non formal juga bisa. sayangnya fitur latar belakang pada device smartphone tidak semua menyediakan nya,4,2026-03-25 16:11:17
Muhammad Rizky,👍🏻👍🏻👍🏻,5,2026-03-25 13:55:11
rcie aza,"sangat mudah dipakai,nyaman dipakai untuk acara pertemuan online",5,2026-03-25 13:31:14
Pemuda Kesemutan,so goooood,5,2026-03-25 11:46:35
Cholida Umam,bagus dan konsisten,5,2026-03-25 07:16:10
Andra FEBRIANDA CLEVERDO PUTRA,ini kenapa Ling nya tidak muncul setelah di bagi kan atau di copy,1,2026-03-24 23:43:07
onlay laia Laiadulu,saya ingin Belajar untuk bergabung,2,2026-03-24 12:11:02
Marsya Elya,"saya tidak bisa memasang background, aplikasi ini sangat pelit dan memandang tipe hp😡",2,2026-03-23 23:56:02
rahman putra,Gajelas loe 🗿,5,2026-03-23 12:13:09
Abdul Azis,zoom memudahkan saya berkomunikasi dengan org² jauh di sisilain aplikasinya pun mudah di pahami anak muda maupun org sudah lanjut usia,5,2026-03-22 01:34:53
Cici Tesa,"Sangat membantu untuk meeting online. Kualitas video dan audio jernih, dan fiturnya lengkap untuk belajar maupun kerja.",5,2026-03-21 12:44:44
Teungku Razy,Byk dapat ilmu pengetahuan... dan silaturahmi...,5,2026-03-20 04:33:20
Hasniati Hasni,"sangat the bestlah, pekerjaan kantor atau rapat lewat online semua bisa dengan apk ini... makasi zoo.",5,2026-03-20 00:38:35
Lyndha Olshop,"Minta update, m-mulu HBSin kuota.. otw hapus atuh•!🙏🥺",1,2026-03-19 04:15:13
Sofyan Afief nst,sangatt jelas n bermampaat,5,2026-03-19 03:35:50
anjar wibisono,bagus,5,2026-03-18 21:16:03
Began Beben,lumayan bagus,5,2026-03-18 14:52:10
dennys,malasih ya,5,2026-03-18 10:11:49
muh Hidayatullah,tidak bisa ganti virtual background,1,2026-03-17 16:06:35
Nikeyla Saridewi,berfungsi buat meeting atau homeschooling,5,2026-03-17 08:39:22
Carti,bagus dan berguna,5,2026-03-17 08:13:23
Marchela Darammang,Baru Banget Di update sementara zoom tiba-tiba layar kamera saya jadi hitam dan sudah mencoba semua cara perbaikan tapi kamera saya tetap hitam... katanya perbaikin bug tapi pas udah update malah jadi bug parah!!!,1,2026-03-17 06:42:06
Muliani Ermurni,terkadang suara nya jelek,4,2026-03-17 04:46:09
Fauzil Adzim,banyak tanya saat masuk nya bikin ribet saja knp tdk login akun saja buat menjalan kan ini aplikasi kan senang,1,2026-03-17 02:15:05
muggiexyz,a very useful application without any problems that always helps me during work meetings and has a screen sharing feature that really helps presentations in meetings and what's better is that it has a minimalist design and a unique name.,5,2026-03-17 01:40:01
4 N D R 3,coba dulu y,5,2026-03-16 18:57:58
Martinus Pattiwael,Sangat baik,5,2026-03-16 14:37:00
Angie Karinda,"saat mengaktifkan video, gambar tidak ada, hanya berwarna hitam",2,2026-03-16 13:47:00
Rosa Pakpahan,"ini kenapa sih mesti saya sudah izinkan kameranya, tapi tetap aja kameranya nggak bisa dipake dan malah jadi layar hitam",1,2026-03-16 07:19:56
arif rahman al falah,ok saya nyaman,4,2026-03-16 06:08:49
ilhamagr Skyyシ,background nya plisss bisa di semua hp,1,2026-03-16 03:57:07
Oberlin Hulu,bagus,5,2026-03-16 03:16:32
budi daya,Bermanfaat,5,2026-03-16 03:04:49
Usun Uman,uji coba,5,2026-03-16 01:52:11
Aulia Dwi Ramadhani,"saya kasih bintang 5 supaya di notice, ini setiap saya mau gabung rapat selalu ada pemberitahuan pastikan koneksi internet ada dll dgn kode 5003, padahal saya menggunakan wifi atau pun data saya aman saja tapi selalu begitu, tolong dong di perbaiki apk zoom sgt penting bagi saya untuk kuliah",5,2026-03-16 01:36:00
Guns aja (Maji),baik,5,2026-03-16 01:13:17
Abdul Azis,sangat baik,5,2026-03-16 00:22:00
Davina Putridwi,katanya yang zoom ini tidak kompatibel di hp saya👎🏼👎🏼👎🏼👎🏼👎🏼,1,2026-03-15 12:44:55
Maulida Silvia,"aplikasi luar biasa,fitur lengkap anyar muka nya,dan performa cepat",5,2026-03-15 11:11:20
Argo nur Wibowo,virtual background tidak berfungsi di beberapa perangkat,4,2026-03-14 21:15:29
Nur Hasanah,Nice,5,2026-03-14 20:50:37
Adrian Narasoma,aku gk bisa login pas mau log in di bikin muter muter jelek aku gk berharap aku pakai zoom lagi,1,2026-03-14 06:50:39
Artara Sulut,lancar tanpa putus,5,2026-03-14 04:00:26
Zakia Maghfirah Rayyana Saragih,kamera saya semenjak saya pakai aplikasi ini tidak bisa terbuka jadi susah klw kuliah,1,2026-03-14 02:35:53
Dedi Fahman,zoom ga berfungsi di perangkat saya,1,2026-03-14 00:55:54
deni abdurahman,mantaap,5,2026-03-14 00:19:13
Windo Ag,mantab,5,2026-03-13 13:48:34
Hendro Hukunala hendro,sangat bagus,5,2026-03-13 13:31:01
Dimas Antonio,gabisa ganti background,2,2026-03-13 08:22:41
Indra Abdy,bagus,5,2026-03-13 07:54:42
11.4_26_sebastian suyitno,mantap sekali keren sangat berfungsi dan berguna untuk para pelajar dan para pekerja jarak jauh,5,2026-03-13 07:24:29
Pemiron Gire,bagus wa,5,2026-03-13 07:01:26
Fajrihermansyah fr,kenapa kamera saya ngak bisa konek ke aplikasi ini sebelumnya bisa,2,2026-03-13 06:30:30
Andi Gilang,terlalu banyak zoom... waktu habis hanya untuk zoom...,1,2026-03-13 04:21:20
JamaL GG,hmmm brettt,5,2026-03-13 04:06:21
Ifanali Rachmat,Sangat bagus,5,2026-03-13 03:26:19
Farhan Pbl,gak bisa background,1,2026-03-13 02:33:31
Eskor Koraag,good,5,2026-03-13 02:23:06
Sepri Yansyah,kenapa setelah di update susah sekali untuk masuk mohon di perbaiki,4,2026-03-12 15:14:42
Juliyus Saputra,kurang Cepat Loading,1,2026-03-12 13:50:44
ahmad saripudin,good,5,2026-03-12 13:31:03
Adel Kariam,tolong diperbaiki bisa dipke semua diandroid🙏🙏,1,2026-03-12 13:16:14
Mhd Sailor,baik,5,2026-03-12 06:06:11
Iwan Efendy,kenapa ini daftar ndak bisa apalagi masuk ke meating?,1,2026-03-12 05:39:21
Nangimatul Mukaromah,tidak bisa oncam padahal udah di aktifin cameranya tolong dong diperbaiki kalau bgini mau zoom kuliah susah 😭,1,2026-03-12 03:47:19
611_ Ilham Dwi,tidak ada fitur background nya,1,2026-03-12 03:26:30
Bani Sader,Mantapp,5,2026-03-12 03:13:51
Nison Yigibalom,ok,5,2026-03-12 03:13:03
Yoyok Wartoyo,sangat Bagus,5,2026-03-12 02:06:33
kaylaa,sendiri saja,5,2026-03-12 01:20:49
najwa cell,Bagus banget dan sangat membantu,5,2026-03-12 00:49:11
Achmad Taufik,lumayan,4,2026-03-11 17:19:59
Djati Handoko,sering ikut jarak jauh,5,2026-03-11 13:05:14
Rudini Alfarizi,maaf saya belum punya pengalaman tentang itu,1,2026-03-11 10:22:38
nur choles subeni,mantab,5,2026-03-11 09:46:39
Yud Hans,"Ga jelas fitur2 yg sekarangnya, agak ribet, dan ngebug",1,2026-03-11 08:45:33
Selfi Septiani,Boleh la,4,2026-03-11 08:05:48
Dila Ardelia,susah d install,1,2026-03-11 07:14:13
"Wiyono, S.Pd.SD.",ok,5,2026-03-11 06:56:06
SALMAN Alfarizy,oke,5,2026-03-11 06:04:13
julkifli Abas,nice,5,2026-03-11 05:20:56
sinta wati,zoom ini kenapa yaa? kok microform nya gak aktif padahal gak saya mute lhoo,4,2026-03-11 04:53:09
Noor Alfiandi,wawwww sekaliii,5,2026-03-11 03:33:47
Mustofa Satria,pasilitas untuk berkomunikasi yang baik,5,2026-03-11 03:27:17
Wafa Azizah,"kenapa yh waktu zoom kamera aku tetep gada gambar, padahal udah disetting juga tapi tetep gada",3,2026-03-11 01:45:47
Hendri Yanto,sangat baik dan membantu sekali... 👍,5,2026-03-10 17:17:21
Va_ Thony,Bermanfaat dalam dunia meeting room via online.,4,2026-03-10 16:15:44
Qeiza Lavella Kairen,zoom yang bagua,5,2026-03-10 15:11:48
Desta Rahayu,tolong dong kenapa saya gk bisa download saya butuh untuk zoom malem ini,1,2026-03-10 14:40:41
Dionisius Agus Puguh Santosa,keren,5,2026-03-10 11:35:28
Pande gede surya putra Bratama,repot kali mau login doang buat zoom isi masukin data segala macem,1,2026-03-10 10:21:34
Putri Mahelda Pangaribuan,aplikasinya mudah du igunakan,5,2026-03-10 06:57:26
rah's,tidak bisa mengikuti rapat . aplikasi tidak bisa dipakai,1,2026-03-10 06:21:49
Sanusi Uwes,baik,5,2026-03-10 05:37:19
Aidaa Juwairiyah,gabisa ganti backgroundnya,2,2026-03-10 05:13:12
Rendi Feriyadi,good,5,2026-03-10 04:40:22
Darta,sangat membantu,4,2026-03-10 03:22:23
Benny tho,tidak bisa mengubah latar belakang,3,2026-03-10 03:06:44
SMAN 2 KOTAAGUNG,OK,5,2026-03-10 01:19:23
Rosyidinn Rosyi,mantap dengan aplikasi ini,5,2026-03-10 00:52:57
Hartawan Syukur,pokoknya mantep,5,2026-03-09 22:54:25
desvi nurlinda,"kenapa kamera saya hitam , tolong di perbaiki aplikasinya, kamera on, udh keluar masuk akun, ttp GK bisa",1,2026-03-09 15:21:49
Andy Afis,ini aplikasi kenapa ga bisa on Kamera ya ?? padahal semua sudah diizinkan utk on Kamera,1,2026-03-09 13:57:55
ary lestari,"Sebenarnya mau kasih bintang 5 tapi karena tidak bisa ganti foto lagi dan profil tidak terlihat diaplikasikan jadi 3 dulu, mohon diperbaiki kembali.",5,2026-03-09 09:36:40
ARIELDO,"cameranya hitam download ulang udah, semua udah saya lakukan tapi apk ini sungguh mencewakan, kuliah saya terganggu gara gara kamera hitam",1,2026-03-09 07:37:29
Holis abdul,kamera kgk bisa dinyalakan,2,2026-03-09 06:39:27
alpacino ivan,good,5,2026-03-09 06:21:15
Fischl “Prinzessin” Von Luftschloss Narfidort,kadang ga bisa login padahal paketan ada,1,2026-03-09 05:42:38
Rezky Martha Amalia,ampun donwload nya susah banget padahal penyimpangan masih cukup tapi notifnya karena penyimpanan gak cukup,1,2026-03-09 02:18:42
Wira Prawira,kek gimana kode Verifikasi salah mulu tiap dimasukkin,2,2026-03-09 01:31:16
Merry Toineno Toineno,mengapa aplikasi Zoom tidak Bisa di Instal Saya sdh coba beberapa Kali tapi tetap.Saja tidak Bisa,5,2026-03-09 01:10:39
Ambrosius Jasson,bagaimana cara berlangganan,5,2026-03-08 23:17:43
sortha,"Zoom suara jelas, Terima Kasih🙏",5,2026-03-08 16:36:06
Anne Velinda,ngelag saat buka chat/obrolan jadi bgmn? TDK bisa di buka chat/obrolan nya,1,2026-03-08 09:57:37
Arsyadea Khairunnisa,"Gagal login terus, jelas' kode yg dikirim di email sudah sesuai, tapi tetep ga bisa masuk. heran, aplikasi seproblematik ini masih bnyk yg pakai",1,2026-03-08 08:13:54
husnur rosyidah,"Dengan zoom meeting, akan menghemat banyak biaya. Kita bisa memperoleh berbagai macam pengetahuan dan juga pengalaman tanpa harus berhadapan secara langsung dg nara sumbernya. Keren banget pokoknya",5,2026-03-08 04:34:16
Vito Dimas,"selalu tidak bisa menggunakan fitur background, bahkan setelah saya agnti devicepun tetap tidak bisa",1,2026-03-07 21:43:31
texas30 Xas30,ok,5,2026-03-07 20:18:12
Hyzen,ga bagus,1,2026-03-07 17:12:25
Debby Paais,ok. klu bisa dikasih yg gratis,5,2026-03-07 10:30:38
sri diany,mantap sangat membantu,5,2026-03-07 05:32:47
Suparman Razak,Sangat Baik Di gunakan dalam Keperluan Rapat,5,2026-03-07 03:25:28
Razzan Uns,tidak bisa ubah background di HP,1,2026-03-07 03:01:05
Lukman Hakim,good,5,2026-03-07 01:15:50
agnes wahyu setya ratri,enggak bisa dibuka di sembarang perangkat HP,1,2026-03-07 01:10:04
Ilham Akbar,ok baiiiiikkk,5,2026-03-06 21:50:54
Raswen Raswen,hari ini jaringan sangat bagus. terima kasih,5,2026-03-06 15:05:09
Muh anwar kamil Anwar,ok,5,2026-03-06 12:24:21
SLAMET SUBAGYO,baik,3,2026-03-06 06:38:35
Junaidi Edi,lumayan sulit,5,2026-03-06 04:37:54
althaf dainrifqi adiwidya,mana tanda plusnya,2,2026-03-06 02:53:09
Isna Alib GKN DPD KalSel,memudahakn saya untukmikut rapat melalaui zoom,5,2026-03-06 01:57:30
Abd Rahem,"Gajelas ni aplikasi tiba"" banget mau buka ga ada internet padahal jaringan gw lancar pakai device lainpun normal",1,2026-03-06 01:08:52
Miharja Abah,Alhamdulillah zoom bisa membantu kegiatan bersama walau terpisah jarak😊,5,2026-03-05 23:52:28
Wira Dhio,good,5,2026-03-05 08:33:36
AIKK Official,saya menggunakan zoom di Windows audio tidak ada padahal aku ngobrol pakai discord aman audio saya dan saat lihat share screen tampilannya rusak,1,2026-03-05 07:13:39
As'adah Hanan,memudahkan kita untuk berinteraksi,5,2026-03-05 07:04:32
kalfven,keren,5,2026-03-05 06:40:43
Aitzah,"Tolong dong fitur background nya di ini in, apa namanya.... di itu in lah pokoknya",1,2026-03-05 06:20:34
Mas Atmaja,terimakasih,5,2026-03-05 03:31:24
promkesds 2022,membantu untuk proses pertemuan online,5,2026-03-05 02:13:29
Egidius Siku seran,bagus untuk di pakai,5,2026-03-05 02:11:47
Rizky Tentacles,app bagus utk vc meeting,5,2026-03-05 02:07:04
Jafri Zamzam,mmantaap,5,2026-03-05 01:09:02
Anas Askia,Keren,5,2026-03-05 01:00:03
Syahputra Dian,teman aplikasi yang sama ada virtual background knapa saya tidak,5,2026-03-05 00:49:26
Laode Karman,tidak bisa pakai virtual background,1,2026-03-04 22:57:11
Ashar,Aplikasi samgatt membantu untuk meet virtual,5,2026-03-04 20:16:58
Jelita S,"ga tau ya, cuman dipake sekali, tpi okelah cukup nyaman",4,2026-03-04 17:27:56
Aldi Salatun,"mau tanya kenapa aplikasi zoom ini kameranya tidak menyala, padahal sudah di izinkan smua tpii tetap tidak menyala kameranya tolong di bantu🙏🏻",3,2026-03-04 15:26:23
Owen Jayapura,bagus 1000%,5,2026-03-04 14:27:54
Adhy Rotinsulu,oke,5,2026-03-04 09:26:14
Muhammad Rafi Armiasa,bagus buat meeting saya suka aplikasi zoom ini 🎭,5,2026-03-04 08:42:46
Sasmi Syamsuddin,aplikasinya tidak bisa ter-Download. aduhh..,1,2026-03-04 07:19:58
Ridwan Ridone,"Bagus, mudah di gunakan dan sngat membantu",5,2026-03-04 06:57:41
Nurul Elvina,gk bisa ganti bacgroun padahal sekarang di haruskan mengganti bacgroun,3,2026-03-04 05:50:09
Annisa Bahasyim,backgroundnya gak bs dan camera tidak bisa juga muncul gambarnya,1,2026-03-04 03:04:36
Ririn Rahmawati,aplikasi sangat penting buat saya. kegunaannya sangat besar,5,2026-03-04 02:51:31
Maharani eka putri,kamera nyo dk biso dibuka ... atau ada update baru zoom nyo,1,2026-03-04 02:35:45
Warsono Vivoy18,"sy kasih ranting 5, dan harapan sy agar zoom lebih baik lagi kedepanya, biar g putus""",5,2026-03-04 00:27:35
Qudrotul Fadilah,"Hp lawas sekarang UDH GK BISA YA GESS. ini developer udh gak mikirin Os lama Android 8.1. sekarang hp lawas udh gk bisa download karna gk kompatibel. masa harus ganti hp demi satu aplikasi doank ? menyusahkan pengguna hp lawas, padahal semua agenda sekarang kalo meeting selalu pake zoom.",1,2026-03-03 22:14:22
Rachel anindy437,"selalu bermasalah pada bagian virtual background, tidak bisa menambah background dari perangkat sendiri",1,2026-03-03 08:43:27
devid clerifachnidi,mantap,5,2026-03-03 03:45:57
Syai bah,bagus aplikasinya unk belajar onlen,5,2026-03-03 00:17:06
Dodi Bolla,"bug tidak bisa buka kamera saat zoom, layarnya gelap padahal kamera sudah on... hp realme c51s",1,2026-03-03 00:05:22
Sitti Nur Haffida,please add background feature on android..,2,2026-03-03 00:02:47
491_Elza Meyda,"sekarang kenapa tidak bisa ganti BG? minta tolong🙏🙏, fitur ganti background ada kan di semua perangkat terutama di hp ANDROID, dulu bisa tapi kenapa sekarang malah tidak bisa?, saya kesulitan saat rapat² yang mengharuskan memakai background, apalagi kalau misalkan saya/orang lain sedang tidak bisa memakai laptop (sedang di luar(tidak membawa laptop), rusak/tdk memiliki laptop) dan mengharuskan memakai hp, terima kasih atas perhatiannya🙏",1,2026-03-02 15:25:15
Baskara Adhita,"tolong dong kalo bikin update jangan yang nyusahin. masa ganti virtual background pake file yg kita punya sendiri aja nggak bisa, malah maksain yg dari app aja",1,2026-03-02 15:07:49
Rahma Nabiilah,kamera zoomnya kok gak bisa yaa gimana caranya biar bisa on camera di zoom,3,2026-03-02 12:29:45
FAHMI GH,"Kamera tidak berfungsi walaupun sudah aktif, sudah di install ulang dan masih tidak berfungsi juga",1,2026-03-02 07:33:19
Jordan Wuling,ok,4,2026-03-02 07:00:58
Mahyudin Yudi,bagus,5,2026-03-02 05:19:02
Fiana Jayadi,Bergabung dengan zoom sulit. akhirnya lihat you tube yg mudah.,5,2026-03-02 05:04:02
elssa Yunitta,pas oncam tdk dilihat sama perangkat lain,1,2026-03-02 03:36:28
Muhammad Fateh,bagus sinyalnya,5,2026-03-02 02:03:33
arman syah,"woi gw pengen login, kode email nya udah bener kok nggk bisa login apk dongo",1,2026-03-01 23:18:32
maan Chan,okok,5,2026-03-01 15:19:43
Ramlah Basrih,baguss buat belajar dari pengalaman baruu,5,2026-03-01 10:38:40
Nasikin Joko purnomo,mantap,5,2026-03-01 07:08:15
herli anto,"aplikasi ampas, minta update terus, memakan banyak data🤬",1,2026-03-01 03:09:47
Inriyani W.S,tolong tambahkan fitur membuat breakout room dari tablet dan hp,4,2026-03-01 02:04:13
Mu'ad Roziqin,iyes,5,2026-02-28 14:09:47
Raden Andalas,terima kasih atas konpirmasnya dan aku bersyukur Alhamdulillah mudah2an fositip panjang umur dan hidup bahagia selamanya Anogerah berlimpah limpah limpah terwujud kepadaku skrg jugak Aaminnn yerobebb FOLLOW 🤲🤲🤲🤲🤲👍👍👍👍👍❤️❤️❤️❤️❤️👍😭🥰🥰🥰🥰 Aaminnn,5,2026-02-28 13:22:02
Mariano Luahomar Soares,VERRY GOOD,5,2026-02-28 12:37:36
Umy Leha,mengapa akhir2 ini sya tidak bsa oncame semua setting aplksi dan izin aplksi serta izin camera ny sudah,1,2026-02-28 11:57:17
sada haluma,"Mudah dioprasikan, nyaman,anyak vitur",5,2026-02-28 09:03:05
Siti Nabila,kenapa aplikasi zoom ini tidak bisa di download di hp saya,1,2026-02-28 08:37:18
Melky Melky,agak bagus,2,2026-02-28 04:56:03
Move Chanel,"sudah lumayan bagus, hanya sangat mengecewakan tidak dpat mengganti background.",1,2026-02-28 04:51:01
Ayu Sasmita,bagus sih tapi nggak bisa ganti virtual backgroundnya di hp redmi not 12 🥲 apa lagi nggak ada leptop,2,2026-02-28 02:44:06
Tamzil Uncu,mantap,5,2026-02-28 01:01:59
Sri Sukmawati,kenapa kamera blank padahal izin udah diberikannn????!,1,2026-02-28 00:44:57
Maurini,gak suka karena aplikasi ini memudahkan kuliah/seminar online🗿,1,2026-02-27 19:17:55
Ghazi Hilman,ternyata sekarang tidak bisa ganti background. sy kira sy saja yang begini atau kurang tau caranya ternyata emang tidak bisa,1,2026-02-27 15:35:31
Tri Ang l,sangat membantu tuk meeting online,5,2026-02-27 14:34:24
Masturi “Masturi Achmad” S.Pd.I,mantap,5,2026-02-27 09:10:40
Suardi Ardi,Baik,4,2026-02-27 02:29:27
lusni tampubolon,baik,5,2026-02-27 02:17:53
SAHRUL,keren,5,2026-02-27 01:36:29
Rachmat Sahur,good,5,2026-02-27 00:48:47
Amirsan Gea,ini kamera kok gelap aja ya ga menampilkan vidio saya,1,2026-02-27 00:48:20
fendi pradana,"setiap pindah aplikasi, zoom out. di Poco M7",2,2026-02-27 00:31:38
Masanah,"audio jelas,visual terang,pokonya bagus apl nya",5,2026-02-26 23:11:40
Andre Asmara,ok,5,2026-02-26 19:29:41
Dimas Budi Pangestu,"sampah, susah banget gini Mulu ${gabungRapatUrl}",1,2026-02-26 16:16:28
Fitra Ardiansyah,sangat seruju,5,2026-02-26 07:46:07
suripto manukerto,Good,5,2026-02-26 07:33:28
Novi Sanjaya,"kamera tidak bisa menyala , padahal sudah di izinkan",1,2026-02-26 07:26:41
Abdul Salam Ghozali,Bad performance...,1,2026-02-26 07:22:34
Fan Parado,bagus sekali apk zoom utk kegiatan rapat dll,5,2026-02-26 05:50:09
Al akbar abdul,ok,5,2026-02-26 04:35:29
khairunnisah -,sangat membantu kami yang kuliah sambil bekerja,5,2026-02-26 04:10:50
Zalfa Ashilah,"audio tidak ada,ga ada suaranya",1,2026-02-26 04:02:12
Timar Sembiring,sangat paham,5,2026-02-26 03:56:14
Qomar Udin,membantu sekali dalam keadaan darurat di luar kantor pun masih bisa membahas Rapat di Miting zoom,5,2026-02-26 02:40:58
duddy pribadi,keren,5,2026-02-26 01:43:49
Oka Suebu,good,5,2026-02-25 10:59:33
Wirawan Ade,saya tidak tahu kenapa tidak bisa instal aplikasi ini...!!!,1,2026-02-25 07:46:11
•Gusmah•,"layar zoom saya hitam semua padahal kamera aktif. Mungkin ini waktunya zoom bangkrut. padahal tahun sebelumnya masih aman. percaya gak percaya aplikasi yang bermasalah kayak gini, paling beberapa tahun kedepan bakal sepi.",1,2026-02-25 04:58:52
Suratman Sahid,bagus,5,2026-02-25 04:37:16
Nurul Magfira,"Ngeselin banget, udah download beberapa kali tapi nggak jadi. padahal ruang penyimpanan juga aman"" aja. kenapa nggak jadi Mulu sih?",1,2026-02-25 02:48:52
Hendri Wijayanto,oke terimakasih,5,2026-02-24 22:57:44
Marlyn Aling,very good,5,2026-02-24 22:31:55
Moritan lambei,verry good,5,2026-02-24 12:02:00
MPid P5K,luar biasa menambah ilmu,5,2026-02-24 08:44:08
Yonatan Kristianto,terbaik,5,2026-02-24 06:46:59
Haris Faqbas,bagus,5,2026-02-24 05:56:58
mbah tolang,sangat membantu,5,2026-02-24 05:41:24
Bintang Nurul,JELEKKK KAMERANYA KENAPA GABISAAA,1,2026-02-24 05:20:20
I Nyoman P. Miasa,sangat bermanfaat,5,2026-02-24 03:47:18
Andri Setiawan,gk bisa ganti background,1,2026-02-24 03:30:10
Googoleco Gogo,ok bagus sekali,5,2026-02-24 02:59:24
Nhaysilla Sandra,"2021 apk ini bisa saya down di hp saya, skrng malah gabisa katanya hp ini gabisa install apk ini nyusahin bgt, udh coba masuk di browsr pun ttp gbsa, pdhl dlu jg bisa ribet banget",1,2026-02-24 02:38:09
Hotma Vizta,ok,5,2026-02-24 01:26:25
Hamzah Sengeti,sangat baik,5,2026-02-23 21:36:49
Chitra Fakhirah,"sumpah ni apk ngeselin, ramadhan ini gw kuliah daring trs gw coba idupin kamera eh malah kamera gelap, gmn dong ini?😞 udh gw aktifin semua kamera tp ttp aja😞",1,2026-02-23 20:33:34
Rifda Nurul Azmi,makasih aku terbantu buat kuliah,5,2026-02-23 17:30:49
Muhammad Indra,bagus dan efektif,5,2026-02-23 13:41:36
Beta Rahmatika,punyaku tak bisa ganti background 🥲,2,2026-02-23 08:39:39
Andriani Johar,Aplikasi yg sangat bermanfaat.,5,2026-02-23 07:36:00
Jeny Syafira,👍👍,5,2026-02-23 07:00:55
SMA NEGERI 2 KLATEN KAB. KLATEN,kamera gagal dibuka. saat zoom dibuka. indikator kamera berkedip namun langsung mati. diminta untuk menonaktifkan apl lain sedangkan apl yg berjalan hanya zoom,2,2026-02-23 06:52:44
