userName,teks_ulasan,rating,tanggal_ulasan,teks_bersih,tokens,tokens_stopword,tokens_stemmed,teks_stemmed,skor_sentimen,kategori_sentimen
Sofian Extrame,baik,5,2026-04-15 00:56:11,baik,['baik'],[],[],,0.0,Positif
Go_ Nay,aku udah sering banget pakai apk ini buat kerjaan atau sekolah dan sangat amat bermanfaat dan berguna bangett asli meeting online jadi gampang banget 😭 love deh buat yang nyiptain,5,2026-04-15 00:47:55,aku udah sering banget pakai apk ini buat kerjaan atau sekolah dan sangat amat bermanfaat dan berguna bangett asli meeting online jadi gampang banget love deh buat yang nyiptain,"['aku', 'udah', 'sering', 'banget', 'pakai', 'apk', 'ini', 'buat', 'kerjaan', 'atau', 'sekolah', 'dan', 'sangat', 'amat', 'bermanfaat', 'dan', 'berguna', 'bangett', 'asli', 'meeting', 'online', 'jadi', 'gampang', 'banget', 'love', 'deh', 'buat', 'yang', 'nyiptain']","['udah', 'pakai', 'apk', 'kerjaan', 'sekolah', 'bermanfaat', 'berguna', 'bangett', 'asli', 'meeting', 'online', 'gampang', 'love', 'nyiptain']","['udah', 'pakai', 'apk', 'kerja', 'sekolah', 'manfaat', 'guna', 'bangett', 'asli', 'meeting', 'online', 'gampang', 'love', 'nyiptain']",udah pakai apk kerja sekolah manfaat guna bangett asli meeting online gampang love nyiptain,0.6,Positif
Erna Rumsaur,🙏🥰,5,2026-04-14 23:01:50,,[],[],[],,0.0,Positif
Bilal Fayad,sangat bagus bgt..,5,2026-04-14 21:50:16,sangat bagus bgt,"['sangat', 'bagus', 'bgt']","['bagus', 'bgt']","['bagus', 'bgt']",bagus bgt,0.3,Positif
Dwi Yanti,sangat berpungsi dengan baik,5,2026-04-14 20:49:15,sangat berpungsi dengan baik,"['sangat', 'berpungsi', 'dengan', 'baik']",['berpungsi'],['pungsi'],pungsi,0.0,Positif
Edi Sudrajat,mantap,5,2026-04-14 13:08:01,mantap,['mantap'],['mantap'],['mantap'],mantap,0.3,Positif
Panglima Bara Rimba,Mantap,5,2026-04-14 12:29:29,mantap,['mantap'],['mantap'],['mantap'],mantap,0.3,Positif
Vivin Yaved,Sangat membantu proses perkuliahan dan meeting jarak jauh,5,2026-04-14 12:07:03,sangat membantu proses perkuliahan dan meeting jarak jauh,"['sangat', 'membantu', 'proses', 'perkuliahan', 'dan', 'meeting', 'jarak', 'jauh']","['membantu', 'proses', 'perkuliahan', 'meeting', 'jarak']","['bantu', 'proses', 'kuliah', 'meeting', 'jarak']",bantu proses kuliah meeting jarak,0.3,Positif
Rahma Baety,ya karna memudahkan dalam bekerja,5,2026-04-14 10:11:43,ya karna memudahkan dalam bekerja,"['ya', 'karna', 'memudahkan', 'dalam', 'bekerja']","['karna', 'memudahkan']","['karna', 'mudah']",karna mudah,0.0,Positif
joni suwanto,belum bisa virtual background,4,2026-04-14 04:13:28,belum bisa virtual background,"['belum', 'bisa', 'virtual', 'background']","['virtual', 'background']","['virtual', 'background']",virtual background,-0.3,Positif
Arul Indrawan,zoom masih yang terbaik dan masih efektif sampai sekarang. maksimalkan jaringan intinyaa,5,2026-04-14 02:49:52,zoom masih yang terbaik dan masih efektif sampai sekarang maksimalkan jaringan intinyaa,"['zoom', 'masih', 'yang', 'terbaik', 'dan', 'masih', 'efektif', 'sampai', 'sekarang', 'maksimalkan', 'jaringan', 'intinyaa']","['zoom', 'terbaik', 'efektif', 'maksimalkan', 'jaringan', 'intinyaa']","['zoom', 'baik', 'efektif', 'maksimal', 'jaring', 'intinyaa']",zoom baik efektif maksimal jaring intinyaa,0.3,Positif
ferry Victor,Ok.,4,2026-04-14 01:37:15,ok,['ok'],[],[],,0.3,Positif
Hendri Anto,mantap,5,2026-04-13 15:55:30,mantap,['mantap'],['mantap'],['mantap'],mantap,0.3,Positif
Bukhari Rahman,baik,5,2026-04-13 12:52:10,baik,['baik'],[],[],,0.0,Positif
Errii,aplikasi gak jelas mau login aja ribet masukin verifikasi padahal udah bener gagal mulu,1,2026-04-13 04:17:51,aplikasi gak jelas mau login aja ribet masukin verifikasi padahal udah bener gagal mulu,"['aplikasi', 'gak', 'jelas', 'mau', 'login', 'aja', 'ribet', 'masukin', 'verifikasi', 'padahal', 'udah', 'bener', 'gagal', 'mulu']","['aplikasi', 'login', 'ribet', 'masukin', 'verifikasi', 'udah', 'bener', 'gagal', 'mulu']","['aplikasi', 'login', 'ribet', 'masukin', 'verifikasi', 'udah', 'bener', 'gagal', 'mulu']",aplikasi login ribet masukin verifikasi udah bener gagal mulu,-0.8999999999999999,Negatif
Saiful Sarifudin,"daftar dipersulit karna kode yang d kirim email gagal trus pdahal sudah benar, ini yang eror email atau apk nya",1,2026-04-12 22:18:45,daftar dipersulit karna kode yang d kirim email gagal trus pdahal sudah benar ini yang eror email atau apk nya,"['daftar', 'dipersulit', 'karna', 'kode', 'yang', 'd', 'kirim', 'email', 'gagal', 'trus', 'pdahal', 'sudah', 'benar', 'ini', 'yang', 'eror', 'email', 'atau', 'apk', 'nya']","['daftar', 'dipersulit', 'karna', 'kode', 'kirim', 'email', 'gagal', 'trus', 'pdahal', 'eror', 'email', 'apk']","['daftar', 'sulit', 'karna', 'kode', 'kirim', 'email', 'gagal', 'trus', 'pdahal', 'eror', 'email', 'apk']",daftar sulit karna kode kirim email gagal trus pdahal eror email apk,-0.3,Negatif
Duit Jost,ok yes,5,2026-04-12 14:20:27,ok yes,"['ok', 'yes']",['yes'],['yes'],yes,0.3,Positif
Daton barker,ok banget tapi AQ gak bisa ganti virtual bacgrund kenapa yaa,5,2026-04-12 13:20:35,ok banget tapi aq gak bisa ganti virtual bacgrund kenapa yaa,"['ok', 'banget', 'tapi', 'aq', 'gak', 'bisa', 'ganti', 'virtual', 'bacgrund', 'kenapa', 'yaa']","['ganti', 'virtual', 'bacgrund', 'yaa']","['ganti', 'virtual', 'bacgrund', 'yaa']",ganti virtual bacgrund yaa,0.0,Positif
Anugrah April,bagus,5,2026-04-12 13:19:55,bagus,['bagus'],['bagus'],['bagus'],bagus,0.3,Positif
Sumar Amin,top,5,2026-04-11 12:57:03,top,['top'],['top'],['top'],top,0.3,Positif
Pak Gatot,keren banget kak aku jadi bisa nonton sama temen aku dia baik keren dan suka mengaji biar bisa nonton netplik,5,2026-04-11 11:25:10,keren banget kak aku jadi bisa nonton sama temen aku dia baik keren dan suka mengaji biar bisa nonton netplik,"['keren', 'banget', 'kak', 'aku', 'jadi', 'bisa', 'nonton', 'sama', 'temen', 'aku', 'dia', 'baik', 'keren', 'dan', 'suka', 'mengaji', 'biar', 'bisa', 'nonton', 'netplik']","['keren', 'kak', 'nonton', 'temen', 'keren', 'suka', 'mengaji', 'biar', 'nonton', 'netplik']","['keren', 'kak', 'nonton', 'temen', 'keren', 'suka', 'aji', 'biar', 'nonton', 'netplik']",keren kak nonton temen keren suka aji biar nonton netplik,1.0,Positif
Joko Rahmatullah,ini udah gak bisa background dan kameranya gak bisa nyala tolong perbaiki lagi jangan di persulit hal yang udah tidak sulit,2,2026-04-11 08:29:49,ini udah gak bisa background dan kameranya gak bisa nyala tolong perbaiki lagi jangan di persulit hal yang udah tidak sulit,"['ini', 'udah', 'gak', 'bisa', 'background', 'dan', 'kameranya', 'gak', 'bisa', 'nyala', 'tolong', 'perbaiki', 'lagi', 'jangan', 'di', 'persulit', 'hal', 'yang', 'udah', 'tidak', 'sulit']","['udah', 'background', 'kameranya', 'nyala', 'tolong', 'perbaiki', 'jangan', 'persulit', 'udah', 'tidak', 'sulit']","['udah', 'background', 'kamera', 'nyala', 'tolong', 'baik', 'jangan', 'sulit', 'udah', 'tidak', 'sulit']",udah background kamera nyala tolong baik jangan sulit udah tidak sulit,-0.3,Negatif
surya sandisetiawan,"bagus banget fitur"" nyaa",5,2026-04-11 06:02:39,bagus banget fitur nyaa,"['bagus', 'banget', 'fitur', 'nyaa']","['bagus', 'fitur']","['bagus', 'fitur']",bagus fitur,0.3,Positif
Rahma Ayudya Rayanti,bug microfon kadang gabisa terdeteksi,3,2026-04-11 03:46:12,bug microfon kadang gabisa terdeteksi,"['bug', 'microfon', 'kadang', 'gabisa', 'terdeteksi']","['bug', 'microfon', 'kadang', 'gabisa', 'terdeteksi']","['bug', 'microfon', 'kadang', 'gabisa', 'deteksi']",bug microfon kadang gabisa deteksi,-0.3,Negatif
Ahmad Mubarok,sangat membantu dalam pekerjaan kami,5,2026-04-10 15:00:05,sangat membantu dalam pekerjaan kami,"['sangat', 'membantu', 'dalam', 'pekerjaan', 'kami']","['membantu', 'pekerjaan']","['bantu', 'kerja']",bantu kerja,0.3,Positif
Elvi Mubarak,"zoom tiba tiba tertutup sendiri, keluar dari zoom",2,2026-04-10 13:38:22,zoom tiba tiba tertutup sendiri keluar dari zoom,"['zoom', 'tiba', 'tiba', 'tertutup', 'sendiri', 'keluar', 'dari', 'zoom']","['zoom', 'tertutup', 'zoom']","['zoom', 'tutup', 'zoom']",zoom tutup zoom,0.0,Negatif
abcd efghijkl,GERAM GABISA DI DOWNLOAD,3,2026-04-10 13:05:04,geram gabisa di download,"['geram', 'gabisa', 'di', 'download']","['geram', 'gabisa', 'download']","['geram', 'gabisa', 'download']",geram gabisa download,0.0,Negatif
Anwar,mantap,5,2026-04-10 12:40:42,mantap,['mantap'],['mantap'],['mantap'],mantap,0.3,Positif
Abdullah Syarofi,ok,5,2026-04-10 11:51:45,ok,['ok'],[],[],,0.3,Positif
Sulastri 0903,efektif bisa menghemat oprasional,5,2026-04-10 11:31:44,efektif bisa menghemat oprasional,"['efektif', 'bisa', 'menghemat', 'oprasional']","['efektif', 'menghemat', 'oprasional']","['efektif', 'hemat', 'oprasional']",efektif hemat oprasional,0.6,Positif
Oktavianus Paelongan,ok,5,2026-04-10 10:14:52,ok,['ok'],[],[],,0.3,Positif
Wahyoe Wicaksono,belum bisa menggunakan gambar dari galeri untuk backgroundnya,5,2026-04-10 09:54:09,belum bisa menggunakan gambar dari galeri untuk backgroundnya,"['belum', 'bisa', 'menggunakan', 'gambar', 'dari', 'galeri', 'untuk', 'backgroundnya']","['gambar', 'galeri', 'backgroundnya']","['gambar', 'galeri', 'backgroundnya']",gambar galeri backgroundnya,-0.3,Positif
Saepudin Fajar,tidak bisa memasang beground,3,2026-04-10 09:32:19,tidak bisa memasang beground,"['tidak', 'bisa', 'memasang', 'beground']","['tidak', 'memasang', 'beground']","['tidak', 'pasang', 'beground']",tidak pasang beground,-0.3,Negatif
Junaidi Hendi,aplikasi yg sangat membantu untuk t uk tatap muka,5,2026-04-10 09:00:08,aplikasi yg sangat membantu untuk t uk tatap muka,"['aplikasi', 'yg', 'sangat', 'membantu', 'untuk', 't', 'uk', 'tatap', 'muka']","['aplikasi', 'membantu', 'tatap', 'muka']","['aplikasi', 'bantu', 'tatap', 'muka']",aplikasi bantu tatap muka,0.3,Positif
A Umar,aplikasi gak jelas mau masuk gak bisa padahal kode verifikasi sudah bener dan tidak kadaluwarsa masih saja salah,1,2026-04-10 07:38:19,aplikasi gak jelas mau masuk gak bisa padahal kode verifikasi sudah bener dan tidak kadaluwarsa masih saja salah,"['aplikasi', 'gak', 'jelas', 'mau', 'masuk', 'gak', 'bisa', 'padahal', 'kode', 'verifikasi', 'sudah', 'bener', 'dan', 'tidak', 'kadaluwarsa', 'masih', 'saja', 'salah']","['aplikasi', 'masuk', 'kode', 'verifikasi', 'bener', 'tidak', 'kadaluwarsa', 'salah']","['aplikasi', 'masuk', 'kode', 'verifikasi', 'bener', 'tidak', 'kadaluwarsa', 'salah']",aplikasi masuk kode verifikasi bener tidak kadaluwarsa salah,-0.6,Negatif
Arya Duansyah,"aplikasinya kurang nyaman karena gara""aplikasi ini saya tidak bisa interview karena kamera nya GK hidup",1,2026-04-09 16:36:58,aplikasinya kurang nyaman karena gara aplikasi ini saya tidak bisa interview karena kamera nya gk hidup,"['aplikasinya', 'kurang', 'nyaman', 'karena', 'gara', 'aplikasi', 'ini', 'saya', 'tidak', 'bisa', 'interview', 'karena', 'kamera', 'nya', 'gk', 'hidup']","['aplikasinya', 'nyaman', 'gara', 'aplikasi', 'tidak', 'interview', 'kamera', 'hidup']","['aplikasi', 'nyaman', 'gara', 'aplikasi', 'tidak', 'interview', 'kamera', 'hidup']",aplikasi nyaman gara aplikasi tidak interview kamera hidup,0.0,Negatif
Lusriah,zoom sangat membantu kita semua lebih hemat lebih efektif,5,2026-04-09 13:24:46,zoom sangat membantu kita semua lebih hemat lebih efektif,"['zoom', 'sangat', 'membantu', 'kita', 'semua', 'lebih', 'hemat', 'lebih', 'efektif']","['zoom', 'membantu', 'hemat', 'efektif']","['zoom', 'bantu', 'hemat', 'efektif']",zoom bantu hemat efektif,0.6,Positif
Ozi Jack,oke,5,2026-04-09 12:05:49,oke,['oke'],['oke'],['oke'],oke,0.3,Positif
Rika Wahyuni,ribet hp harus begini begitu,1,2026-04-09 12:02:05,ribet hp harus begini begitu,"['ribet', 'hp', 'harus', 'begini', 'begitu']",['ribet'],['ribet'],ribet,-0.3,Negatif
Dapur Dutaria (Hikmah najrun),baik,5,2026-04-09 11:02:41,baik,['baik'],[],[],,0.0,Positif
ganteng guranteng,👍🏻👍🏻,4,2026-04-09 09:49:23,,[],[],[],,0.0,Positif
Antonius Napitupulu,ok,5,2026-04-09 07:03:20,ok,['ok'],[],[],,0.3,Positif
Jiffri Putra,Keren,5,2026-04-08 14:31:20,keren,['keren'],['keren'],['keren'],keren,0.3,Positif
Elisabet Ingan,good,5,2026-04-08 13:02:33,good,['good'],['good'],['good'],good,0.3,Positif
Ardianto Sattu Padang,"Ini makin anehh dan ribett, gimana cara bagi linknya kenapa tdk mauu astagaa😌",1,2026-04-08 09:59:18,ini makin anehh dan ribett gimana cara bagi linknya kenapa tdk mauu astagaa,"['ini', 'makin', 'anehh', 'dan', 'ribett', 'gimana', 'cara', 'bagi', 'linknya', 'kenapa', 'tdk', 'mauu', 'astagaa']","['anehh', 'ribett', 'gimana', 'linknya', 'tdk', 'mauu', 'astagaa']","['anehh', 'ribett', 'gimana', 'linknya', 'tdk', 'mauu', 'astagaa']",anehh ribett gimana linknya tdk mauu astagaa,0.0,Negatif
Mahdi Sahputra15,luar biasa,5,2026-04-08 05:54:59,luar biasa,"['luar', 'biasa']",[],[],,0.0,Positif
brenda wadjo,terbaik,5,2026-04-08 02:55:02,terbaik,['terbaik'],['terbaik'],['baik'],baik,0.0,Positif
Wendo Danur,kode verifikasi sudah bener tapi ga bisa masuk ada tulisan kode salah padahal kode yg saya tulis sudah benar saya minta cepat di perbaiki,1,2026-04-08 02:46:54,kode verifikasi sudah bener tapi ga bisa masuk ada tulisan kode salah padahal kode yg saya tulis sudah benar saya minta cepat di perbaiki,"['kode', 'verifikasi', 'sudah', 'bener', 'tapi', 'ga', 'bisa', 'masuk', 'ada', 'tulisan', 'kode', 'salah', 'padahal', 'kode', 'yg', 'saya', 'tulis', 'sudah', 'benar', 'saya', 'minta', 'cepat', 'di', 'perbaiki']","['kode', 'verifikasi', 'bener', 'masuk', 'tulisan', 'kode', 'salah', 'kode', 'tulis', 'cepat', 'perbaiki']","['kode', 'verifikasi', 'bener', 'masuk', 'tulis', 'kode', 'salah', 'kode', 'tulis', 'cepat', 'baik']",kode verifikasi bener masuk tulis kode salah kode tulis cepat baik,0.0,Negatif
Try Ratmo,Tidak dapat menggunakan virtual background,1,2026-04-08 02:31:56,tidak dapat menggunakan virtual background,"['tidak', 'dapat', 'menggunakan', 'virtual', 'background']","['tidak', 'virtual', 'background']","['tidak', 'virtual', 'background']",tidak virtual background,0.0,Negatif
Ulfa Nur Citra Dewi,sebenernya bagus aplikasinya. aku pakenya lancar dan ga ribet. tapi di HP fitur backgroundnya ga ada. apa harus berbayar untuk dapat fitur tersebut?,3,2026-04-08 02:19:14,sebenernya bagus aplikasinya aku pakenya lancar dan ga ribet tapi di hp fitur backgroundnya ga ada apa harus berbayar untuk dapat fitur tersebut,"['sebenernya', 'bagus', 'aplikasinya', 'aku', 'pakenya', 'lancar', 'dan', 'ga', 'ribet', 'tapi', 'di', 'hp', 'fitur', 'backgroundnya', 'ga', 'ada', 'apa', 'harus', 'berbayar', 'untuk', 'dapat', 'fitur', 'tersebut']","['sebenernya', 'bagus', 'aplikasinya', 'pakenya', 'lancar', 'ribet', 'fitur', 'backgroundnya', 'berbayar', 'fitur']","['sebenernya', 'bagus', 'aplikasi', 'pakenya', 'lancar', 'ribet', 'fitur', 'backgroundnya', 'bayar', 'fitur']",sebenernya bagus aplikasi pakenya lancar ribet fitur backgroundnya bayar fitur,0.5999999999999999,Positif
Nur Tasya,sangat bagus,5,2026-04-08 01:48:17,sangat bagus,"['sangat', 'bagus']",['bagus'],['bagus'],bagus,0.3,Positif
MSi. Sutarno,oke,5,2026-04-08 00:46:55,oke,['oke'],['oke'],['oke'],oke,0.3,Positif
Sufy Aldiantika,ngedownloadnya susah,1,2026-04-08 00:24:53,ngedownloadnya susah,"['ngedownloadnya', 'susah']","['ngedownloadnya', 'susah']","['ngedownloadnya', 'susah']",ngedownloadnya susah,-0.3,Negatif
Salman Al Ihsan,Kenapa aplikasinya tidak bisa terdownload di HP saya,1,2026-04-07 21:57:52,kenapa aplikasinya tidak bisa terdownload di hp saya,"['kenapa', 'aplikasinya', 'tidak', 'bisa', 'terdownload', 'di', 'hp', 'saya']","['aplikasinya', 'tidak', 'terdownload']","['aplikasi', 'tidak', 'terdownload']",aplikasi tidak terdownload,-0.3,Negatif
yusuf yusuf,lumayan bagus smg lebih baik lg kedepan untuk perjalanan karir meeting ZOOM 4x pertemuan dalam sebulan🙏🥰💪,5,2026-04-07 14:36:02,lumayan bagus smg lebih baik lg kedepan untuk perjalanan karir meeting zoom x pertemuan dalam sebulan,"['lumayan', 'bagus', 'smg', 'lebih', 'baik', 'lg', 'kedepan', 'untuk', 'perjalanan', 'karir', 'meeting', 'zoom', 'x', 'pertemuan', 'dalam', 'sebulan']","['lumayan', 'bagus', 'smg', 'kedepan', 'perjalanan', 'karir', 'meeting', 'zoom', 'pertemuan', 'sebulan']","['lumayan', 'bagus', 'smg', 'depan', 'jalan', 'karir', 'meeting', 'zoom', 'temu', 'bulan']",lumayan bagus smg depan jalan karir meeting zoom temu bulan,0.3,Positif
Akha Hisyam,apk yg bagus,5,2026-04-07 13:20:41,apk yg bagus,"['apk', 'yg', 'bagus']","['apk', 'bagus']","['apk', 'bagus']",apk bagus,0.3,Positif
Uchiha GAMMING,mantap,5,2026-04-07 12:18:39,mantap,['mantap'],['mantap'],['mantap'],mantap,0.3,Positif
Niagara Sihotang,sejauh ini masih baik baik saja sih...,5,2026-04-07 07:54:42,sejauh ini masih baik baik saja sih,"['sejauh', 'ini', 'masih', 'baik', 'baik', 'saja', 'sih']",[],[],,0.0,Positif
Rini Ajah,mantap,5,2026-04-07 05:06:19,mantap,['mantap'],['mantap'],['mantap'],mantap,0.3,Positif
Rmky Faza,gam ada kamera aneh banget,1,2026-04-07 03:36:10,gam ada kamera aneh banget,"['gam', 'ada', 'kamera', 'aneh', 'banget']","['gam', 'kamera', 'aneh']","['gam', 'kamera', 'aneh']",gam kamera aneh,0.0,Negatif
Zoepalas,kok pas aku lagi belajar keluar sendiri padahal internet lancar,1,2026-04-07 02:38:17,kok pas aku lagi belajar keluar sendiri padahal internet lancar,"['kok', 'pas', 'aku', 'lagi', 'belajar', 'keluar', 'sendiri', 'padahal', 'internet', 'lancar']","['pas', 'belajar', 'internet', 'lancar']","['pas', 'ajar', 'internet', 'lancar']",pas ajar internet lancar,0.3,Negatif
Hakimul Fikri,zoom bug kamera di hp realme di perbaiki aku susah jadinya zoom mana harus on kamera,1,2026-04-07 01:54:03,zoom bug kamera di hp realme di perbaiki aku susah jadinya zoom mana harus on kamera,"['zoom', 'bug', 'kamera', 'di', 'hp', 'realme', 'di', 'perbaiki', 'aku', 'susah', 'jadinya', 'zoom', 'mana', 'harus', 'on', 'kamera']","['zoom', 'bug', 'kamera', 'realme', 'perbaiki', 'susah', 'zoom', 'kamera']","['zoom', 'bug', 'kamera', 'realme', 'baik', 'susah', 'zoom', 'kamera']",zoom bug kamera realme baik susah zoom kamera,-0.6,Negatif
Mar Gono,baguus,5,2026-04-07 00:12:34,baguus,['baguus'],['baguus'],['baguus'],baguus,0.0,Positif
Jihadatul Ma'ruf,"zoom suara jernih dan sangat bermanfaat untuk rapat yg kami adakan,pokoknya ok dee",5,2026-04-06 21:28:02,zoom suara jernih dan sangat bermanfaat untuk rapat yg kami adakan pokoknya ok dee,"['zoom', 'suara', 'jernih', 'dan', 'sangat', 'bermanfaat', 'untuk', 'rapat', 'yg', 'kami', 'adakan', 'pokoknya', 'ok', 'dee']","['zoom', 'suara', 'jernih', 'bermanfaat', 'rapat', 'adakan', 'pokoknya', 'dee']","['zoom', 'suara', 'jernih', 'manfaat', 'rapat', 'adakan', 'pokok', 'dee']",zoom suara jernih manfaat rapat adakan pokok dee,0.3,Positif
Johanes Pasandaran,Fungsional dan bagus,5,2026-04-06 14:41:28,fungsional dan bagus,"['fungsional', 'dan', 'bagus']","['fungsional', 'bagus']","['fungsional', 'bagus']",fungsional bagus,0.3,Positif
Gunawan M,Bagus apalagi disini bebas waktu belajar dan sekali registrasi seumur hidup Mobile Class mantap,4,2026-04-06 14:18:22,bagus apalagi disini bebas waktu belajar dan sekali registrasi seumur hidup mobile class mantap,"['bagus', 'apalagi', 'disini', 'bebas', 'waktu', 'belajar', 'dan', 'sekali', 'registrasi', 'seumur', 'hidup', 'mobile', 'class', 'mantap']","['bagus', 'bebas', 'belajar', 'registrasi', 'seumur', 'hidup', 'mobile', 'class', 'mantap']","['bagus', 'bebas', 'ajar', 'registrasi', 'umur', 'hidup', 'mobile', 'class', 'mantap']",bagus bebas ajar registrasi umur hidup mobile class mantap,0.6,Positif
Ade Sunandar,percayalah kalau usahamu tida akan sia sia,5,2026-04-06 13:41:13,percayalah kalau usahamu tida akan sia sia,"['percayalah', 'kalau', 'usahamu', 'tida', 'akan', 'sia', 'sia']","['percayalah', 'usahamu', 'tida', 'sia', 'sia']","['percaya', 'usaha', 'tida', 'sia', 'sia']",percaya usaha tida sia sia,0.0,Positif
Albrin Karuntu,layarnya hitam padahal kamera nya sudah di hidupin,1,2026-04-06 13:33:26,layarnya hitam padahal kamera nya sudah di hidupin,"['layarnya', 'hitam', 'padahal', 'kamera', 'nya', 'sudah', 'di', 'hidupin']","['layarnya', 'hitam', 'kamera', 'hidupin']","['layar', 'hitam', 'kamera', 'hidupin']",layar hitam kamera hidupin,0.0,Negatif
Tk Pgri,lumayan,3,2026-04-06 11:23:12,lumayan,['lumayan'],['lumayan'],['lumayan'],lumayan,0.0,Negatif
Nurhilalia “Lia” Yusuf,cukup bagus,3,2026-04-06 10:05:52,cukup bagus,"['cukup', 'bagus']",['bagus'],['bagus'],bagus,0.3,Positif
Moh. Farhan Musliq Ramadhani,gajelas banget padahal kode Verifikasi udah bener dari email tetep aja salah,1,2026-04-06 09:59:57,gajelas banget padahal kode verifikasi udah bener dari email tetep aja salah,"['gajelas', 'banget', 'padahal', 'kode', 'verifikasi', 'udah', 'bener', 'dari', 'email', 'tetep', 'aja', 'salah']","['gajelas', 'kode', 'verifikasi', 'udah', 'bener', 'email', 'tetep', 'salah']","['gajelas', 'kode', 'verifikasi', 'udah', 'bener', 'email', 'tetep', 'salah']",gajelas kode verifikasi udah bener email tetep salah,0.0,Negatif
grace bunga,Tidak ada fitur mengganti background padahal versi sebelumnya ada bahkan ada fitur center stage tapi kini kedua fitur tersebut tidak ada di versi terbarunya. mohon diperbaiki ya,2,2026-04-06 07:39:03,tidak ada fitur mengganti background padahal versi sebelumnya ada bahkan ada fitur center stage tapi kini kedua fitur tersebut tidak ada di versi terbarunya mohon diperbaiki ya,"['tidak', 'ada', 'fitur', 'mengganti', 'background', 'padahal', 'versi', 'sebelumnya', 'ada', 'bahkan', 'ada', 'fitur', 'center', 'stage', 'tapi', 'kini', 'kedua', 'fitur', 'tersebut', 'tidak', 'ada', 'di', 'versi', 'terbarunya', 'mohon', 'diperbaiki', 'ya']","['tidak', 'fitur', 'mengganti', 'background', 'versi', 'fitur', 'center', 'stage', 'fitur', 'tidak', 'versi', 'terbarunya', 'mohon', 'diperbaiki']","['tidak', 'fitur', 'ganti', 'background', 'versi', 'fitur', 'center', 'stage', 'fitur', 'tidak', 'versi', 'baru', 'mohon', 'baik']",tidak fitur ganti background versi fitur center stage fitur tidak versi baru mohon baik,0.0,Negatif
ALDO_2019,aplikasi baik,5,2026-04-06 06:54:09,aplikasi baik,"['aplikasi', 'baik']",['aplikasi'],['aplikasi'],aplikasi,0.0,Positif
sholah Odin,coba dulu,4,2026-04-06 05:10:02,coba dulu,"['coba', 'dulu']",['coba'],['coba'],coba,0.0,Positif
Asriyani Ridwan,aplikasi sangat membantu untuk perkuliahan,5,2026-04-06 01:47:43,aplikasi sangat membantu untuk perkuliahan,"['aplikasi', 'sangat', 'membantu', 'untuk', 'perkuliahan']","['aplikasi', 'membantu', 'perkuliahan']","['aplikasi', 'bantu', 'kuliah']",aplikasi bantu kuliah,0.3,Positif
Kebuna Rayati H.R,"apa-apaan sih? kenapa harus ada ketentuan umur. saya bahkan wktu itu ada zoom yg dilaksanakan kurang lebih 30 menit lagi, sedangkan saya masih berusaha buat log in ke aplikasi zoom, tapi malah gabisa2. ayolah, jangan apa2 terpaut ke umur bukan gimana, tapi saya susah buat ngubah tanggal lahir di google. bahkan sampai detik ini masih gabisa log in ke aplikasi zoom.",1,2026-04-05 11:44:56,apa apaan sih kenapa harus ada ketentuan umur saya bahkan wktu itu ada zoom yg dilaksanakan kurang lebih menit lagi sedangkan saya masih berusaha buat log in ke aplikasi zoom tapi malah gabisa ayolah jangan apa terpaut ke umur bukan gimana tapi saya susah buat ngubah tanggal lahir di google bahkan sampai detik ini masih gabisa log in ke aplikasi zoom,"['apa', 'apaan', 'sih', 'kenapa', 'harus', 'ada', 'ketentuan', 'umur', 'saya', 'bahkan', 'wktu', 'itu', 'ada', 'zoom', 'yg', 'dilaksanakan', 'kurang', 'lebih', 'menit', 'lagi', 'sedangkan', 'saya', 'masih', 'berusaha', 'buat', 'log', 'in', 'ke', 'aplikasi', 'zoom', 'tapi', 'malah', 'gabisa', 'ayolah', 'jangan', 'apa', 'terpaut', 'ke', 'umur', 'bukan', 'gimana', 'tapi', 'saya', 'susah', 'buat', 'ngubah', 'tanggal', 'lahir', 'di', 'google', 'bahkan', 'sampai', 'detik', 'ini', 'masih', 'gabisa', 'log', 'in', 'ke', 'aplikasi', 'zoom']","['ketentuan', 'umur', 'wktu', 'zoom', 'dilaksanakan', 'menit', 'berusaha', 'log', 'aplikasi', 'zoom', 'gabisa', 'ayolah', 'jangan', 'terpaut', 'umur', 'bukan', 'gimana', 'susah', 'ngubah', 'tanggal', 'lahir', 'google', 'detik', 'gabisa', 'log', 'aplikasi', 'zoom']","['tentu', 'umur', 'wktu', 'zoom', 'laksana', 'menit', 'usaha', 'log', 'aplikasi', 'zoom', 'gabisa', 'ayo', 'jangan', 'paut', 'umur', 'bukan', 'gimana', 'susah', 'ngubah', 'tanggal', 'lahir', 'google', 'detik', 'gabisa', 'log', 'aplikasi', 'zoom']",tentu umur wktu zoom laksana menit usaha log aplikasi zoom gabisa ayo jangan paut umur bukan gimana susah ngubah tanggal lahir google detik gabisa log aplikasi zoom,-0.3,Negatif
naila safa salsabila,"virtual bg nya rese, bagus versi kemarin",3,2026-04-04 13:27:40,virtual bg nya rese bagus versi kemarin,"['virtual', 'bg', 'nya', 'rese', 'bagus', 'versi', 'kemarin']","['virtual', 'rese', 'bagus', 'versi', 'kemarin']","['virtual', 'rese', 'bagus', 'versi', 'kemarin']",virtual rese bagus versi kemarin,0.3,Positif
